"OOLER bed-cooling system (https://sleep.me/product/ooler-sleep-system)","^OOLER-[0-9]{10,11}$"
"OOLER bed-cooling system (https://sleep.me/product/ooler-sleep-system)","OOLER-[0-9]{11}"
"Amazon Echo Buds Headphones","^Echo Buds [A-Z0-9]{4}$"
"Amazon Echo Show","^Echo Show-[A-Z0-9]{3}$"
"Amazon Echo Show 2","^Echo Show 2-[A-Z0-9]{3}$"
"Amazon Echo Show 3","^Echo Show 3-[A-Z0-9]{3}$"
"Amazon Echo Show 4","^Echo Show 4-[A-Z0-9]{3}$"
"Amazon Echo Show 5","^Echo Show 5-[A-Z0-9]{3}$"
"Amazon Echo Show 6","^Echo Show 6-[A-Z0-9]{3}$"
"Amazon Echo Show 7","^Echo Show 7-[A-Z0-9]{3}$"
"Amazon Echo Show 8","^Echo Show 8-[A-Z0-9]{3}$"
"Amazon Echo Spot","^Echo Spot-[A-Z0-9]{3}$"
"Amazon Echo","^Echo-[A-Z0-9]{3}$"
"MagTek eDynamo credit card reader (https://www.magtek.com/product/edynamo)","^eDynamo-B[A-F0-9]{6}$"
"Unknown Bluetooth hotel door locks","^TGNODE-.*"
"Segway/Ninebot scooter","^NBScooter[0-9]{4}$"
"Panasonic TW370 Body-Worn Camera (https://fcc.report/FCC-ID/ACJ9TAWV-TW370/3274793.pdf)","^TW370_[A-Z]{3}[0-9]{5}$"
"Panasonic BCW4000 Body-Worn Camera (https://fcc.report/FCC-ID/ACJ9TAWV-BWC4000/4920176.pdf)","^BWC4000_[A-Z]{3}[0-9]{5}$"
"Dexcom Continuous Glucose Monitoring System (https://www.dexcom.com/, verified by UUID16 lookup and BT CID)","^Dexcom[A-Z0-9]{2}$"
"Dexcom Continuous Glucose Monitoring System (https://www.dexcom.com/, verified by UUID16 lookup and BT CID)","^DXCM[a-zA-Z0-9]{2}$"
"Tandem t:slim X2 insulin pump (https://www.tandemdiabetes.com/products/t-slim-x2-insulin-pump, Note: also confirmable by UUID16 = Tandem Diabetes Care)","^tslim X2 \\\*\\\*\\\*[0-9]{3}$"
"Insulet Corporation unknown model of device (possibly an Omnipod insulin delivery system https://www.omnipod.com/what-is-omnipod or display (Personal Diabetes Manager))","^AP [A-F0-9]{8} [A-F0-9]{16}$"
"LifeScan Inc. OneTouch glucose test meter (https://www.onetouch.com/products/glucose-meters/onetouch-verio-sync)","^OneTouch [A-Z0-9]{4}$"
"Phillips Respironics System One CPAP sleep apnea treatment medical device","^PR BT [A-F0-9]{4}$"
"Caterpillar(CAT) heavy equipment BT keyless-start (https://fccid.io/PQMA5S4/User-Manual/Exhibit-D-Users-Manual-per-2-1033-b3-3137980.pdf)","^CATBTNT-[0-9]{2} [A-Z]{3}[0-9]{5}$"
